# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.824979355904211,5.2883154417836495,0.00038271373609738917,0,3.0,0.0011022588078189177,180.0,0.0,0.0
 0.08971446273362466,1.837052383139316,5.288315522426821,0.00038271373609738917,0.269143388200874,3.0000000000000004,0.0011022588078189177,180.0,0.020523456658001683,0.0
 0.12685179766064372,1.8491164237561384,5.28831576349384,0.001144900219865757,0.38055539298193125,3.000000000000001,0.0010958083881197063,180.0,0.026585273564198854,0.0
 0.1553323197374286,1.8611715502274064,5.288316163690966,0.0019020626905282877,0.46599695921228584,3.0,0.0010893009154842753,180.0,0.03134205455574828,0.0
 0.17932926725975848,1.873217835025848,5.288316721724459,0.0026541763289445798,0.5379878017792755,3.0,0.0010827430415014817,180.0,0.035354148316794266,0.0
 0.20045946350561117,1.8852553506241918,5.288317436300578,0.003401216420983425,0.6013783905168336,3.0000000000000013,0.0010761416393432217,180.0,0.038859717943920596,0.0
 0.21955229242841573,1.8972841694951652,5.288318306125582,0.0041431583676751396,0.6586568772852474,3.000000000000003,0.0010694814222539813,180.0,0.04198816846030954,0.0
 0.23710055296686372,1.9093043641114966,5.288319329905731,0.004879977687348896,0.7113016589005913,2.999999999999997,0.001062769165415828,180.0,0.0448195469675212,1.7410090699944491e-12
 0.25342540153901655,1.921316006945914,5.288320506347283,0.005611650004666171,0.7602762046170498,3.0000000000000036,0.0010560042840314608,180.00000000000003,0.04740762167135114,-1.8546506167669344e-12
 0.2687499641134756,1.9333191704711459,5.288321834156498,0.006338151069475074,0.806249892340427,2.9999999999999964,0.0010491861725640402,180.0,0.04979064736207772,0.0
 0.28323673443053593,1.9453139271599196,5.288323312039636,0.007059456741747239,0.849710203291608,3.000000000000004,0.001042321926932097,180.0,0.05199703067326271,0.0
 0.2970084106909335,1.9573003494849637,5.2883249387029565,0.0077755430146813735,0.8910252320728005,2.999999999999992,0.0010354111002972028,180.0,0.05404856978489972,0.0
 0.3101603398213721,1.9692785099190064,5.288326712852716,0.00848638597409394,0.9304810194641163,3.0,0.0010284375093506887,180.0,0.05596244614441104,0.0
 0.32276836458671415,1.9812484809347757,5.288328633195177,0.009191961881011797,0.9683050937601425,3.0,0.0010214240420375268,180.0,0.05775248552509909,2.343936991015175e-12
 0.33489399319334934,1.993210335004999,5.288330698436598,0.009892247071599223,1.0046819795800481,3.0000000000000044,0.0010143624039199155,180.00000000000003,0.05943002567963933,-2.4304654571605484e-12
 0.3465879299850322,2.0051641446024053,5.288332907283237,0.010587218035425013,1.0397637899550967,3.0,0.0010072359234347677,180.0,0.061004500747438746,0.0
 0.35789256082951004,2.0171099821997225,5.2883352584413545,0.011276851396226481,1.0736776824885303,3.0000000000000098,0.0010000762057391379,180.0,0.062483862155555986,0.0
 0.3688437482871276,2.029047920269678,5.288337750617209,0.011961123883767912,1.106531244861383,3.0,0.0009928584585396911,180.0,0.06387489502231747,0.0
 0.37947215732855477,2.0409780312850008,5.28834038251706,0.012640012395543321,1.1384164719856646,3.0000000000000107,0.0009855984642530612,180.0,0.06518343791806815,-2.750817359546574e-12
 0.3898042534714586,2.0529003877184184,5.288343152847167,0.013313493943037803,1.169412760414376,2.9999999999999947,0.0009782790832414286,179.99999999999997,0.06641456465758853,2.825552825189886e-12
 0.3998630671581197,2.0648150620426593,5.28834606031379,0.013981545675009194,1.1995892014743592,2.9999999999999836,0.0009709163559384053,180.0,0.0675727179218391,0.0
 0.40966878800022327,2.076722126730451,5.2883491036231876,0.014644144883492957,1.2290063640006699,2.9999999999999942,0.0009635098574619733,180.0,0.06866181430189351,0.0
 0.4192392330088431,2.0886216542545224,5.288352281481618,0.015301269001461294,1.2577176990265293,3.0,0.0009560591441043906,180.0,0.0696853296318129,0.0
 0.42859022001192115,2.1005137170876007,5.288355592595343,0.01595289561315359,1.2857706600357635,2.9999999999999942,0.0009485463374082559,180.0,0.07064636236393788,3.1076756097038006e-12
 0.43773586872173387,2.112398387702415,5.288359035670619,0.016599002425960296,1.3132076061652016,3.0,0.0009409968168616793,180.00000000000003,0.07154769608279439,-3.1745539965579443e-12
 0.4466888458836346,2.1242757385716917,5.288362609413707,0.01723956731497617,1.340066537650904,3.0000000000000187,0.0009333925661265961,180.0,0.07239183658267788,-3.240152077591237e-12
 0.4554605667009899,2.136145842168161,5.288366312530867,0.017874568294935028,1.3663817001029699,3.000000000000006,0.0009257507235236324,179.99999999999997,0.07318105255335904,0.0
 0.4640613617072796,2.1480087709645495,5.288370143728357,0.01850398352629098,1.392184085121839,3.0000000000000067,0.0009180528722341093,179.99999999999997,0.0739174069935706,6.735597298598043e-12
 0.4725006160660043,2.1598645974335855,5.288374101712436,0.0191277913254471,1.4175018481980133,3.0000000000000133,0.000910307301740813,180.00000000000003,0.074602781686756,-3.429976015176731e-12
 0.4807868866710014,2.171713394047998,5.288378185189363,0.019745970162389083,1.4423606600130048,3.0000000000000266,0.0009025133918210105,180.0,0.0752389011194038,0.0
 0.4889280012246176,2.183555233280514,5.2883823928654,0.020358498675290354,1.4667840036738535,3.0000000000000138,0.0008946891909160327,180.0,0.07582734371535979,0.0
 0.4969311425726966,2.195390187603862,5.288386723446804,0.020965355625093746,1.4907934277180905,3.0,0.0008868062687116641,180.0,0.07636957195146285,0.0
